"imdb_id","origin","year","genre","rating","votes","status"
"tt8403536","Netflix","2019","Comedy","7.1","8439","Cancelled"
"tt9717424","Netflix","2019","Comedy","4.8","514","Cancelled"
"tt7971476","Netflix","2019","Comedy","7.5","25570","Cancelled"
"tt7971476","Netflix","2019","Drama","7.5","25570","Cancelled"
"tt8755226","Netflix","2019","Action","6.7","25244","Cancelled"
"tt8755226","Netflix","2019","Adventure","6.7","25244","Cancelled"
"tt8755226","Netflix","2019","Comedy","6.7","25244","Cancelled"
"tt8755226","Netflix","2019","Drama","6.7","25244","Cancelled"
"tt8755226","Netflix","2019","Fantasy","6.7","25244","Cancelled"
"tt8755226","Netflix","2019","Horror","6.7","25244","Cancelled"
"tt8755226","Netflix","2019","Mystery","6.7","25244","Cancelled"
"tt8755226","Netflix","2019","Sci-Fi","6.7","25244","Cancelled"
"tt8755226","Netflix","2019","Thriller","6.7","25244","Cancelled"
"tt9770286","Netflix","2019","Comedy","6.3","5718","Cancelled"
"tt10675488","Netflix","2019","Comedy","7","674","Cancelled"
"tt8404094","Netflix","2020","Adventure","7.5","9822","Concluded"
"tt8404094","Netflix","2020","Comedy","7.5","9822","Concluded"
"tt8404094","Netflix","2020","Drama","7.5","9822","Concluded"
"tt9850952","Netflix","2020","Comedy","6.1","4911","Cancelled"
"tt10540562","Netflix","2020","Action","6.6","1272","Cancelled"
"tt10540562","Netflix","2020","Adventure","6.6","1272","Cancelled"
"tt10540562","Netflix","2020","Comedy","6.6","1272","Cancelled"
"tt10540562","Netflix","2020","Drama","6.6","1272","Cancelled"
"tt10540562","Netflix","2020","Family","6.6","1272","Cancelled"
"tt10540562","Netflix","2020","Fantasy","6.6","1272","Cancelled"
"tt10380934","Netflix","2020","Comedy","6.7","1800","Cancelled"
"tt9446688","Netflix","2020","Comedy","7.5","79994","Cancelled"
"tt9446688","Netflix","2020","Drama","7.5","79994","Cancelled"
"tt9446688","Netflix","2020","Fantasy","7.5","79994","Cancelled"
"tt9446688","Netflix","2020","Sci-Fi","7.5","79994","Cancelled"
"tt11092086","Netflix","2020","Comedy","5.1","1094","Cancelled"
"tt10726356","Netflix","2020","Comedy","6.3","2991","Concluded"
"tt10726356","Netflix","2020","Family","6.3","2991","Concluded"
"tt10930958","Netflix","2020","Comedy","5.2","2210","Concluded"
"tt10930958","Netflix","2020","Drama","5.2","2210","Concluded"
"tt10311562","Netflix","2020","Comedy","6.8","5523","Cancelled"
"tt12800428","Netflix","2020","Comedy","5.5","503","Cancelled"
"tt12800428","Netflix","2020","Family","5.5","503","Cancelled"
"tt10584608","Netflix","2020","Comedy","7.6","15403","Cancelled"
"tt10584608","Netflix","2020","Crime","7.6","15403","Cancelled"
"tt10584608","Netflix","2020","Drama","7.6","15403","Cancelled"
"tt10183988","Netflix","2020","Adventure","8.4","13447","Cancelled"
"tt10183988","Netflix","2020","Comedy","8.4","13447","Cancelled"
